Identifier,Comment,SubTask1,SubTask2
8029,Ye ab hindu k har ek parivaar mai ghus chuke hai,AntiReligion,Hinduism
2323,ye kon sa jahil mulana sahib hain,Non-AntiReligion,None
1128,Samir sahi kaha raha very good brother samir,Non-AntiReligion,None
8300,Pakistan murdabaad.... Ab kaha gaya muslim lawra sanghathan..,AntiReligion,Islam
3103,तेरे बोलने से हो गया की पैसा दिया गया है कोई पैसा नही चलता है,Non-AntiReligion,None
3885,"परंतु प्रत्येक व्यक्ती अपनी अभिलाषा मे खिंच कर,और फस कर परीक्षा मे पडता है फिर अभिलाषा गर्भवती होकर पाप को, जनती है और पाप जब बढता है तो मृत्यु को उत्पन्न करता है.(याकूब 1 : 14,15)",Non-AntiReligion,None
5458,Mai bhi ek hindu family se hu or ye sab jhuth h mujhe 4 saal pehle evil spirit ne pkkd lea tha or meri family mujhe harr jagah leke gye pr koi mujhe thek nhi kr paya uuske baad hum aapni mrji se church gye or mai aaj bilkul thrk hu prabhu ki daya se kisi ne mujje Christian bnne ke liye nhi bola meri family or maone khud aapni mrji se prabhu ko aapna jeevan dea h,AntiReligion,Hinduism
6969,Road pe mundi karke pade time pe Mahadev poore logon ko Basm kar dho. Iss se unki paap ke ghaden katam ho ???,AntiReligion,Islam
5086,Pakistan ke sare Hindu ek ho Jao parliament m Jao en suwero ko batao Hindu Kya h,AntiReligion,Hinduism
7872,@united hindu aur kuch kaam ni hai unemployed insaan ghr pr baith kr ldai krwarh hate faila rha shrm hai??,AntiReligion,Islam
10846,Aise kai bol sakte ho aplog Bhai jinko dharam pariwartan karaya gaya hai unko khud bolwaiye na.,Non-AntiReligion,None
10967,Prabhu hi God hai phahbu yashu ki jai. Ye galat baat kar rahe prabu ke bare. Sab juth hai en logo ko.,Non-AntiReligion,None
3444,Ye To Muslim bhee kahte h likin kucch log dukan band hone ke dar se NHI bolte,AntiReligion,Islam
4538,टोपी वाला बे मतलब का भड़क गया । अल्प विद्या भयंकर ।,Non-AntiReligion,None
1778,"भाभी जी की बात सुनकर बड़ी खुशी हुई, इसाई लोग, लोगों को गुमराह कर रहे हैं, चंद्र लालच देकर अपना बहुत बड़ा फायदा निकाल लेते हैं।, एक बार कन्वर्ट होने के बाद, लोग उसकी सहायता भी नहीं करते फिर",AntiReligion,Christianity 
253,Tajmahal haji ali haji malag yogi adity nath ma ya bap banaya tha ya yogi,AntiReligion,Islam
9156,Jago hindu jago or shatriya Bano khud ko pahchano 🚩🚩🚩🕉️🕉️🚩🚩🕉️,Non-AntiReligion,None
4495,Yeshu ko janna chahiye tha aap padriyon aur father's logon ko jan ne chali gayi warna aapke saath aisa nahi hota,Non-AntiReligion,None
8732,"Bilkul sadak pai namaj honi chahiye. Aur ye khulay mai hona chahiye. Samvidhan iski azaadi deta hai. Desh secular hai. Kher agar 1000 ladkay 10 truck book kara k usmai dj laad k usi area mai usi samay Hanuman Chalisa chala dein to wo bhi koi samasya nahi hai, kyu",AntiReligion,Islam
2853,Bhagwam kasam muze ye samjh nhi ata Pure desh ME koi khada nhi kr Raha... Ab apne desh me bas kuch pucha ja raha to takleef Ho rhi... Jo ki chance de rahe ki Karo proff,Non-AntiReligion,None
423,Yogi ji modi ji akhnd bhart vapis lena HI pdegha,AntiReligion,Hinduism
10510,Luka 12:10 ko parho avi vi samai h yasu vai mano pachtap karo. nai toh chati pit pit kar rowoge.. probhu se mazak mat karo....,Non-AntiReligion,None
8885,अमर चित्र कथा पढ़कर भी जन्नत प्राप्त कर सकते है।,Non-AntiReligion,None
8756,मूर्ख लोगों से शिकस्त खाना बेहतर हे बहस करना मूर्खता की पहचान हे,Non-AntiReligion,None
6068,Islam m koi firqa NHI h,AntiReligion,Islam
7822,Kohi kisi par jor Jabarjast nahi kar sakta lekin kisiko bhi apne dharam ke prachar karne ki adhikar hai i don't believe in change Religion lekin agar kohi Parivartan karta hai toh mujhe kohi aapatti nahi hai....,Non-AntiReligion,None
7604,Paigamber nahi mante Mohammad ko sanatani(hindu sikh jain bodh) and Christian Jhootha mulla mc,AntiReligion,Christianity 
10446,Islam chodne valo ka yahi hal hota hai ye to duniya hai akhirat baki hai,Non-AntiReligion,None
10893,Abhi tum loq kafir ho muslim nahi,AntiReligion,Islam
1921,ये मुल्ले दूसरे के धर्म पे तो बहुत सवाल उठाते है..पर जब कोई इनपर सवाल उठाते है..तब ये जवाब नहीं देपाते..और फालतू की बाते चालू कर देते है....,Non-AntiReligion,None
9260,Iska kam hai sirf Islam ke khilaf propaganda karna baki majhab mein kya hai isko uski pareshani nahin hai jab koi Jannat jahannam ko manta hi nahin usko kya fark padta hai vah jahannum mein jaega Jannat mein jaaye jab Tum Jannat aur jahannam Ko agar mante Ho to fir uski taiyari bhi karte jab koi sahas manta hi nahin ki jahannam hai abhi ki nahin Allah hai ki nahin Jannat hai ki nahin usko kya fark padta hai vah jahannum mein jaaye ya Jannat mein jaaye tumhara kam sirf Islam ke khilaf propaganda karna hai kabhi Apne gireban mein jhanka karo,AntiReligion,Islam
4715,Ye ghatia badtameez log aalim hain wah,Non-AntiReligion,None
10464,Fir jab tajiya hota hai to kyu talwar dikhate hai,Non-AntiReligion,None
2594,इस धरती पर इस्लाम और ईसाइयत गंदगी है,AntiReligion,Islam
1464,Ye tho hona hi tha musalman larka is dunya main kam pargaya kiya,AntiReligion,Islam
10069,Rss santi wadi political bnchuka hain......or hindu ko bharti karwaka hizra bana raha hain........Mohan bhagwat g ki age hochuka ab chuordena chaea a,AntiReligion,Hinduism
10125,Hum Hindu bhi yaha ke musal mano ka dharm parivartn Kare ge,AntiReligion,Islam
564,मुस्लिम तो चौदह सौ साल पहले आया लेकिन सत्य सनातन धर्म तो करोड़ों साल पहले से ही है धन्यवाद और हिन्दुस्तान में मुस्लिम तो तलवार के डर से बना है इसका इतिहास गवाह है धन्यवाद।,AntiReligion,Islam
8073,अभी तो कोई नहीं चा रहा है कि हिन्दू धर्म में शामिल हो जाए करके आदिवासी जनजाति जग गया भाई हिन्दू हिन्दू बात नहीं कर सब धर्म में कुछ नहीं है ✍️,Non-AntiReligion,None
9475,Bhavisya puran me sahi likha h,Non-AntiReligion,None
200,Modi ji ko hamne yahi din dekhne liye chuna tha,Non-AntiReligion,None
9835,Maulana pakada gaya . Quran ka problem yahi hai ki internet ne pole khol diya %,AntiReligion,Islam
2636,wo sb milkar krrre h hindu akele,Non-AntiReligion,None
2499,भारत में भी मुस्लिम समुदाय के साथ वही व्यवहार होना चाहिए जो पाकिस्तान में हिंदुओं के साथ होता है आखिर बराबरी की भागीदारी इस मुद्दे पर भी होनी चाहिए ।,AntiReligion,Hinduism
4705,yah sabh rss ki chal ha lmao🤣,AntiReligion,Hinduism
1711,Iske saath kuch galat nahi huaa in sab ko Marja na chahiye bohat acha hua,Non-AntiReligion,None
9491,Maulana thoda padh liya karo kyu be izzati karwa rahe be,AntiReligion,Islam
2581,"Jilani jahil hai, Islam ko maanna hi धर्म का अपमान करना है। जो jahil, गवार और जो दिमाग से नहीं सोचता है वोही मोमिन हैं",AntiReligion,Islam
3111,"Baba Mahankaal, rajeev bhai aapko anant khushiya pradan kare",Non-AntiReligion,None
3925,In andhbkht kutto per kya hi bharosa Kiya ja sakta hai na hi desh ke sage hein na hi kisi insaan ke inka dharam sif gobar khana moot peena danga fasaad karna gatar mein rehne wale hai ye😮😮,AntiReligion,Hinduism
4916,Sameer muslim the...uske baad x muslim ho gaye...kyu Hindu bhi ho sakte the.isai.baudh kuch bhi ho sakte the...lekin kya inko koi dhram islam se behtar nahi mila kya...kuch to gadbad ker rahe hai yahoodi,AntiReligion,Islam
7438,Ek third class boy friend ke wajah se apna islam chorh de aisi ladki par hazaar bar laanat hai..enlogon ka bahut bura hashar hona chahiye,AntiReligion,Islam
6574,Boht sahi hindu muslims all bhai bhai bas sab milkar raho jai hindustan,Non-AntiReligion,None
9220,इस्लाम में सिर्फ हिंसा का पाठ पढ़ाया जाता हैं जो पूरी दुनिया में आतंक फैल रहा है,AntiReligion,Islam
10790,Sarkaar inko roke masjid k alaava kahi namak padne se,AntiReligion,Islam
4100,हर हर महादेव जय वाल्मीकि हर हर वाल्मीकि जय श्री राम नमो नमो जी शंकरा आदि देव शंकरा जय त्रिलोक नाथ शंभु हे शिवाय शंकरा 🕉🕉🕉🕉🕉🕉🕉🕉🕉,Non-AntiReligion,None
2862,Neech kutta Desh. Apne ko Pakistan kehta hai asal me Neechistan hai.,Non-AntiReligion,None
5666,"Mrne ke bad kya hoga jante h log helth, dhan dolat ke pichhe bhag rhe h Bible parna chor ke changai ke pichhe bhag rhe h, Christian dharm nhi Bible mano yeshu mashih hi udhar h sachha eswar h baki sb kath, pather h saitan bhi helth , dhan dolat de sakta h pr jivan nhi. marne ke bad narak .log narak esi duniya me h bolte h, lekin narak ki sachye ko nhi jante, narak se koy nhi bchayega sirph yeshu ke pass samerth h bachane ka. Sarir ser jaye uski perwah karte h log. aatma ko bacho. hamesa jalna h narak me, to bhago dharm ke pichhe koi dharm nhi bachayga. yahan tk ki esai dharm bhi nhi, yeshu masih koy dharm banane ke liye nhi aya tha Bible me khi esai dharm nhi likha h . Logo ka ritiriwaz h dharm.yeshu mashih papi ko papo se chhutkara dene aya h kabhi yeshu ke pass apna pap manke to dekh, biswas karke to dekh kitna santi milegi. Pap ke karan ye bimari sub aayi h aor ye barta jayega yeshu ka krodh h. Yeshu apne logo ko bimari, sudharne, apne logo ko pram bisram me bulane ke liye bhejta h.",Non-AntiReligion,None
8160,"*Sunan Abu Dawud SAHIH Hadith No. 4002 अबू जर से अल्लाह के रसूल ने पूछा: क्या तुम जानते हो कि यह सूरज कहां डूबता है? रसूल ने कहा : यह गर्म पानी के एक झरने (हमिया) में डूबता है। - • सुनन अबी दाऊद, Hadith 4002*",AntiReligion,Islam
9329,"Aap Dr. Zakir ko lae woh btae ge k ved , Geeta me Allah aur rasool k bare m kya btaya gya h",Non-AntiReligion,None
1680,सनातन धर्म ही एक मात्र धर्म है इसलिए नहीं बोल रहा हूं कि मैं सनातनी हूं सनातन धर्म धर्म के समस्त नियम और सिद्धांत को परिभाषित और अनुपालन करता है,AntiReligion,Hinduism
10699,Pure Duniya Ke Insan (human) ke purvaj Hazrat Aadam alaihissalam hai ab vah Muslim the ab dhundhte phero DNA.😀😀😀😀😀😀😀😀,Non-AntiReligion,None
2452,Kuran admine likha hainye dariwal bakbas kar raha hain,AntiReligion,Islam
1454,"मोदी जी की भाषण को याद करें पाकिस्तान बहुत बड़ा गलती कर चुका है,इसी भाषण के तुरंत बाद वाला कोट स्ट्राइक हुआ था,उसी तरह कि गलती अगर नुपुर शर्मा के साथ तो जिहादी मुस्लिम को उसी तरह का नजारा देखना पड़ेगा",Non-AntiReligion,None
6791,गर्व से कहो हम हिंदू हैं 🙏🙏🚩🚩,Non-AntiReligion,None
11121,O Bhai yah ladka matlab Sach bolata hai Maulana ne uttar nahin diya aur baat ko jhagade mein badal Diya samajh aa gaya,AntiReligion,Islam
2772,In ladkiyon ke sath jo kuch hua bilkul sahi hua.eson ke sath isa hi hona chahiye . Jinhen Islam ki qadar nahi . Ap in ko behen nahi kehsakte,Non-AntiReligion,None
5798,To karna kon mana kar raha hai 😂😂,Non-AntiReligion,None
1986,Abe Sun Bhai is Dharti per utara Gaya pahla aadami aadam Ali Salam aur tadi hawa hai vah Musalman the to Hindu bad mein aaye Ho bhosdi ka Yogi aur sab yah bolate Hain ki hamare purvaj Hindu the are hamare purvaj to Musalman the humse Tum log paida hue Ho sale,AntiReligion,Hinduism
10557,पीनाज जी अगर तर्क करना नही आता तो छड दिजिए ना,Non-AntiReligion,None
7733,Ya molvi galat bat kar ra hai Quran or hadees mai wazia lekha ha K sirf moman he janat jiya ga,AntiReligion,Islam
8506,Sarey mulla jahil aur Jillani in jahiloon ka sardar.,AntiReligion,Islam
9338,Agar aap koi paisa DE to aap Apna dharm chorho ge log aaj yeh chahte hai un ko har jagah maan snmaan Mile lekin aap to logon mein jaat paat Ki jehar failate Ho aur fir dusre dharm ke baare mein bolte Ho aap ko insaniyat ka pta nhi hai,Non-AntiReligion,None
6382,Kuch log duniyan mein Naash hone ke liye banaye gaye hain .......yahooda iskrooti yaad hai na ??????????????????,Non-AntiReligion,None
9712,Sbka nkl n kre hmlog respect krte h apne Hindu religion pr aisa waisa nhi h Hindu religion ki road pr puja krne lge. Puja krni h to Pakistan me jakr kriye n koi mna nhi krega.,Non-AntiReligion,None
8966,Jihadi ko dusre planet main bhejo alien k pass,AntiReligion,Islam
10273,मौलाना तो धमकी पर उतर गया 😂😂😂,Non-AntiReligion,None
11223,Jin ladkiun ne galat kiya hai to unko dinya aur akhrat me zalel hona padega,Non-AntiReligion,None
5865,Indian me jis tarah se muslim ke upar julm kiya ja raha hai . Usi tarah pakisthan bhi hindu ke sath kar rahi hai.jab apan hota hai to bura lagata hai .sach sabse age,AntiReligion,Islam
6480,"Agar koi muslim ladka hindu ladki ko pyar kare to o love jihad h,,,,,, agar koi hindu ladka muslim ladki ko love kare to use kya kaha jaye?????",AntiReligion,Hinduism
5457,Bhai agar ek suuuuuhar kichadd m lete ga vhi puja krega is ka matalab ye todi h hum bi suuhar bnn jaye or vo hi kaam kre,Non-AntiReligion,None
4316,Talwar leehrana aur patharbaji me bohot antar h,Non-AntiReligion,None
8367,Me parbhu yeshu ko manti hu hajar bar bolungi,Non-AntiReligion,None
2158,Badi sochne wali bat hai ki hindu dharm ke log kabhi dushre dharm ke logo ko hindu banane me shafal kyou nahi hote hai Hamesha tv newspaper me khabar aati rahti hai kuch hinduo ne dharm parivartan kar liya ishka matlab hai jo hindu dharm parivartan karte hai shayd vo Apne dharm se shantust nahi hai ya kuch galat hindu dharm me shamasya hai ishli ye agar hindu dharm ko bachana hai to hindu dharm me sudhar karne ki jaroorat hai taaki log garv se aaj kah shake ham hindu hai nahi to dheere dheere log dharm parivartan karte rahe ge or ye dharm moinerty me badal jayega Jay bhim jay Bharat jay sambhidhan namo buddhay,Non-AntiReligion,None
4412,Agar ye india me ulta ho to....,Non-AntiReligion,None
10067,Maulanao ke pass koi jawab nahi hota....sirf baaton ka jalebi hota hai...logical conclusion ka ummeed hai hi nahi kisi bhi Maulana se,AntiReligion,Islam
1377,Jo musalman hai wo iman wala hai. Or Sameer musalman nhi hai yani iman wala nhi jutha hai or jahil hai or bewakuf h,AntiReligion,Islam
6749,Janaat main randi khana he ..,Non-AntiReligion,None
11058,हमें pakisatni हिंदुओं के लिए खड़ा होना चाइए ताकि पाकिस्तान पे दाव बने जैसे ये मुल्ले 56 कंट्री प्रदर्शन करती है,AntiReligion,Hinduism
10520,हम सभी भारत वासियों को मिलकर वहां हिन्दू ओ पर हो रहे अत्याचार का विरोध करना चाहिए,AntiReligion,Hinduism
1362,aadam alaihissalam ke sab aulad Hain aadam Ali Salam musalman hai sare hindu dharm ke log bhi aadam alaihissalam ke aulad Hain ram bhi unhin ke auladon mein se Hain Shankar ji bhi unhin ke logon mein se Hain jabardasti ka kya dhundh rahe ho,Non-AntiReligion,None
6185,Inko India me secular chiya bus ja Hindu minority me h Bhai yhi hota ha,Non-AntiReligion,None
2288,Bhagne laga molna ab bokhlaya sab khuchh karega lekin jbab nhi dega,Non-AntiReligion,None
1925,Me bolta ta hu jo talvar pe . salvar pehan te h .bo kabhi nahi they,Non-AntiReligion,None
7197,Rab ne izzat se musalmanoke Ghar payda Kiya lekin In logo ko to jillat Ka jindegi chahiye ab jao jillatka jindegi jio,AntiReligion,Islam
2378,मुस्लमानो ने इस्लाम को गन्दा बना दिया है।,AntiReligion,Islam
7311,"Ye hindu v apne apne ap ko smj ta kya , jo hindu apna apna hindu dharm ko v ni smjta, whi aisa kam krta",AntiReligion,Hinduism
2266,ye sirf aur sirf puncturebaaz mazhabi,Non-AntiReligion,None
10992,Mujhe ester dhanaraj ka number chaye me unse bahut sabal karna hai ... contact number bhi share kare...,Non-AntiReligion,None
7134,Beta namaj to kayamat Tak ke hongi,Non-AntiReligion,None
2136,Gospel karna to Koyi bura baat nahi hai,Non-AntiReligion,None
8472,"Aby agr the ya nahi, lekin acha hai na Muslims ne Ghar wapsi Karli kafi logo ne, Dunya ka sabse pehla Insan Hazrat Adam Jo ke Muslim the , slowly sab wapis aa jayege ✌️♥️🇵🇰",AntiReligion,Christianity 
660,Mam jannat ap ne kabhi dekhi hai,Non-AntiReligion,None
3466,Bahen. Ji. Yeh. Sansaar. Hai. Sansaar. Bahut. Barda. Hai. Yahaninsaan. Apne. Jeevan. Mein. Atmik. Safar. Karta. Hai. Yani. Parmeshwar. Ki. Khoj. Jo. Ki. Asan. Nahin. Hai. Karan. Uska. Man. Ismein. Aap. Bhatak. Gain. To. Koi. Kya. Kar. Sakta. Hai.,Non-AntiReligion,None
951,दीदी आप प्रभु में आये जरूर थे लेकिन वचन आप ने कभी नही पढ़ा पढ़ा होता वचन और प्रभु को जाने होते तो कभी ऐसा नही बोलते,Non-AntiReligion,None
1231,"Thode se sansaarik gyaan ko paakar ,srishtikarta k vachan or uski saamarth se campare kr liya. Iska khulaasa sa to tab he ho jayega sister jab yeshu ki second coming hogi.",Non-AntiReligion,None
2733,Jo ladkiya Islam chodkar hindu dharm apnati he unhe jhnum me bhi jgh nhi milegi,AntiReligion,Islam
7153,कट्टर कट्टर मौसेरे भाई चाहे पाकिस्तान के हों या भारत।जागो हिन्दू जागो।,AntiReligion,Islam
6443,Hum 5 wkht padhte hai dam hai to pawbandi se karke dikhao 5 wkht puja,AntiReligion,Hinduism
8679,paise se koi kisi ka dharm parivartan nahi kar sakta hai Itna paisa kiske pas hai jo paisa de sakta hai yeh sab jhutha arop hai.,Non-AntiReligion,None
7588,Iss molana ke saath aisa hi hona chaiye yeah jahil hai,AntiReligion,Islam
7582,सरल विश्वासी लॉग जल्दी शिकार होते हैं ज्यादातर आदिवासी समाज।,Non-AntiReligion,None
10131,"Bhai hamare purwaj hindu the or bohot samajhdar the, Jo apne aap ko update kar liya nahi to hamhai aaj update karna parta, Jai Hind Jai bhim jai bharat 🇮🇳🇮🇳🇮🇳🇮🇳👍😃.",Non-AntiReligion,None
2666,"ब्रह्मा, विष्णु , महेश यह सब अल्लाह ( ईश्वर ) के ही नाम है। लेकिन यह गुणात्मक नाम है। इसको कोई रूप नही दिया जायगा।",AntiReligion,Hinduism
10663,kas ki Bharat ke sare Muslim Pakistan chale jaate aur Pakistan ke sare Hindu Bharat a jaati😔😔😔,AntiReligion,Islam
6672,Es ma toh ek hi aadmi puja kar Raha hai tu kaha hai tu bi toh kar,Non-AntiReligion,None
4760,Asli musalman sirf arab ke log hai bharat pakistan bangladesh ke musalman jannat ke lalalch me hindu se musalman ban gaye isiliye arab ke musalman sirf in logo ko naukar hi banate hai aur marte bhi hai kyu ki vo inko musalman mante hi nahi hai,Non-AntiReligion,None
1484,Ye sab galat h aisa nhi hona chahiye,Non-AntiReligion,None
2486,"बहन ! मसीहत जगत में केवल आप ही ऐसे नही है,जिन्होंने मसीहत की बदनामी की होगी ,बल्कि ऐसे कई हुए है जिन्होंने परमेश्वर के वचन का दुष्प्रचार किया हो और अपना फल प्राप्त किया हो । परमेश्वर केवल चंगाई का परमेश्वर नही है , ऐसे बहुत से है जो चंगाई मिलते तक प्रभु - प्रभु करते है और चंगाई मिलना बंद होने पर प्रभु बुरा है कहते है।प्रभु केवल चंगाईदाता नही है, बल्कि परमेश्वर पूर्ण प्रेम है, जिसने अपने इकलौते पुत्र को हमारे पापों की मुक्ति के लिए धरती में भेजा ,और प्रभु यीशु ने ऐसा कौन सा काम किया जिसके बदले उन्हें क्रूस पर लटकाया गया ! बल्कि परमेश्वर, यीशु मसीह नाम से मानव का रूप लेकर हमारे बीच में स्वर्गीय शिक्षा को प्रदान किया । केवल पीके फिल्म को देखकर बयान देने वाले लोग बाईबल हमे साफ तौर पे बताता है की प्रभु यीशु तीसरे दिन मृतकों से जी उठे और वह हमारे कर्मों का न्याय करने के लिए शीघ्र आने वाले है।आपके खुशहाल जिंदगी के लिए दुआ करते रहेंगे। सादर नमस्ते !",Non-AntiReligion,None
7278,molana dar se darane laga sach bardast nhi huwa.,AntiReligion,Islam
1725,Sirk karne vala jahanam me jaegha,Non-AntiReligion,None
1676,Assalamualaikum ji. Allah hm sbki hifazat farmaye aur hmare imaan ki hifazat farmaye.,AntiReligion,Islam
5934,Ise kaho ab koi jarurat nahi Islam me Islam koi majak nahi hi jab cahe tab badlo fir aa jao😡,AntiReligion,Islam
11290,Bible m ye nhi Likha ki paster p presani nhi aaygi presani SB p aaygi or ap ye SB bol rhi ho Yani ki itne Saal prbhu ko dene k bd m Apne prbhu ko nhi jna ab b time h gunaho ko mnlo or prbhu k piche fr. Ho jao,Non-AntiReligion,None
4654,जिताने bi Muslim country h ve सब एक ही है ji Or apne धर्म के अलावा कोई और नहीं है जी अब time आ गया है ase को सही जबाव देना चाहिए,Non-AntiReligion,None
11020,Abe tumhari Marzi hai Jahan chaho wahan karo apni Pooja,Non-AntiReligion,None
3443,Are vai log yeshu Masih kon hai Jan le,Non-AntiReligion,None
3780,मुल्ला बदमाश है ! बदमाश है !! पूरा बदमाश है!!!,AntiReligion,Islam
702,Antiksatan ko inka ghar ma hi virodh dakhkar achha laga jay shri ram jay bhim,AntiReligion,Islam
10231,Deko owasi aur jo log bol h ki bharat me muslim dar hue unki sath kuch aise hota h India me bolo Yaha mazze se rahate h bolte rss bjp humare khilaf h,AntiReligion,Islam
8588,Kutto ko unite hona padtha jaise aajkl ke andbhakt hindu sher to akele hi kaafi hai,AntiReligion,Hinduism
2983,Bhai kyun dharam ke naam pe insano ko bant rahe ho ye sab karne se aap bade nahin ban jaoge main bhi ek hindu hoon aur agar aap ye sab band nahin karoge to bhagban aapko kabhi bhi maaf nahin karega,Non-AntiReligion,None
11505,bharat ke kya duniya me sabse pehle Adam A S aaye to Hindu kaise purverj huye saalo,AntiReligion,Hinduism
9984,जय हिंद वंदे मातरम हर हर महादेव आप सही कह रही हो बहन जी,Non-AntiReligion,None
10833,"DUNIYA ME SABSE PAHLE KON INSAN AAYA KIYA AAP KO PATA HE ? ALLAH NE DO INSAN KO BANAYA SABSE PAHLE ANSR , DUNIYA ME SABSE PAHLE HAJRAT AADAM E LEASALAM HINDUSTAN KI JAMIN PR UTERE JANAT SE AAYA MARD ME OR HAJRAT HAWA E LEASALAM AARAB KE JAMIN PR UTERE AAYA OR EN DONO SE HI DUNIYA FELA JO ALLAH KO MANA WO MUSALMA OR JO ALLAH KO NA MANA WO HINDU PHAI MUSLIM OR HINDU KA PURWAJ BAP AADAM OR PURWAJNI MAI HAWA HE , HINDU KAHTE HE PURWAJ SABKA PURWAJ RAM RAM SE PUCHO TERA BAP KON RAM KAHEGA DASRAT DASRAT SE PUCHO TERA BAP KON KIYA HE JAWAB TUM HARE PAS BHAI AK BAT JANLO JOPEDA HUWA WO KHODA NAHI OR JO KHODA HE WO PEDA NAHI KHUDA KA NA MAI HE NA BAP HE NA BHAI HE NA BAHAN HE NA BIWI HE / ANR KHUDA KA JISAM HEHI NAY KIYA MATLAB NA HATH HE NA PER HE NA AAKH HE NA KAN HE NA SAR KE BAL SE LEKAR PER KE TALBE TAK KOYI AANG NAHI HE WO AK NUR HE USE ALLAH KAHTE HE ITIHAS KITAB KHOLO JESE KI SAB KA MALIK PALAN HAR AK HE",Non-AntiReligion,None
7414,परमेश्वर ने कोईजाती नहीं बनाई न हिन्दू न ईसाई न शिख परमेश्वर ने मनुष्य,Non-AntiReligion,None
945,Agar apke parents ne apke 13 saal ki umar k baad isayi Dharam apnaya toh apka Naam Esther kaise 🤔🤔,AntiReligion,Christianity 
10739,koi vi muslim wapariyo sa lan den na raha 🚩🚩🚩jai shree ram,Non-AntiReligion,None
10236,ᴄʜᴀᴍᴄʜᴇ ʙᴇ ʟɪᴋᴇ : ᴍᴀ ᴋᴀʜᴀ ʜᴜ ɪꜱ ʙʜᴇᴇᴅ ᴍᴀ (मैं भी तो नमाज् पढ़ रहा था रोड पे),AntiReligion,Islam
5574,TEACHER: ABDUL AAPKE PAPA KAHA SE AAY ABDUL: ALHA NE LAT MARKAR BHART ME BHEJA THA 😂😂😂,Non-AntiReligion,None
6724,Sale tumlok to land karke muslman banteho ho,AntiReligion,Islam
1929,Kair Jana nai ja sakte ok,Non-AntiReligion,None
1887,Aap Jo bhi kahen. Janat k liye eeman shart he aor bas finished,Non-AntiReligion,None
6197,"Un sikhon ko bhejo Pakistan jo yhan bade 30 maarkhan bnte hain or khalistan ki maang bhi krte hain. Or fukrapanti krte hain ki asi ayen kr deyan ge, asi unn kr deyan ge.",Non-AntiReligion,None
5555,भारत को धर्मशाला बना दिया है,Non-AntiReligion,None
5325,to tum bandar ko mat poojo,Non-AntiReligion,None
2394,musalman kise ke bhap se nahi chala hai balke rasule pak se chala hai,AntiReligion,Islam
5088,"Inko aap kitna hi jalil kar lo, ye utne hi besharam hote chale jaate h..",Non-AntiReligion,None
6937,Cristian ki jadhu Hindus ko acha lagatha hai andrapradeh me jadahai rajamandri me,Non-AntiReligion,None
9213,Abe tera Islam 1400 Saal pahele janma he be aur ungli hampe uthayege,AntiReligion,Islam
3034,Bible padhi nahin jaldi uthane jismein dam hai rok kar dikha do,Non-AntiReligion,None
2334,"Madam g aap Raght kehetei ho.nehita bhabisyat bani keisey soch hoga ye bhi janna chaiye,",Non-AntiReligion,None
8479,pagali tum khuda yeshu ko nahi samjhe,Non-AntiReligion,None
2506,"Har chiz me muslman dikhta hai tumko 😂😂😂 , media n brain wash kr hi diya hai to ab yehi sab hoga ...",AntiReligion,Islam
3206,"Duniya mei anjaam ye hai, To inka aakhirat mei kya hoga, Allah rahem",Non-AntiReligion,None
3968,To kro na lodo kon mna kr rha he,Non-AntiReligion,None
10895,Dunya dokha hai esi liye allha love ko haram kardiya sahi jio aur kameenyo sudro deen islam ke dayire me ajaov,Non-AntiReligion,None
9196,Sabse pahle aadam alaihis Salam Muslim thi aur Ho pahle aadami the,AntiReligion,Islam
1429,समीर ने चारों खाने चित्त कर दिया।,Non-AntiReligion,None
8851,हमारे हिसाब से तुम दोनों मुसलमान लड़की के साथ बहुत अच्छा किया हिंदू लड़का तब ना तुम लोग सुधरोगे के साथ जाएगा उसके साथ ऐसा ऐसा सलूक होना चाहिए हिंदू लड़का करते रहे बेहतर है,AntiReligion,Hinduism
9839,Hum apke sath h bhai ji Ap bhot acha kr rhe ho Christianity k khelaf awaz uthayi h Har har mahadev,AntiReligion,Christianity 
7633,Yeshu mashi jinda khuda hain yeshu mashi parmeswar k naam se aaye they esliye murde ko v jinda kiya aur khud v jinda ho gaye yeshu mashi koi inshaan nahi thye yeshu mashi ne koi paap nahi kiya bilkul hi pawitra thye,Non-AntiReligion,None
1872,"Islam apni insaniyat wali nityon se puri duniya k talimyafta insaniyat pasand insano k dil pr hukumat kr raha hai to Muslim scholars ke samne baith kr baat kr to patloon gilii ho jaayega, yeh jahil murkhon se debate kr ke apni laal krna hai",AntiReligion,Islam
643,जैसा करनी वैसा भरनी अब भुगतो 😡😡,Non-AntiReligion,None
10604,Yogi pagal ho chuka hai.. Usko Ratnagiri ke hospital mein dalna bahut jaruri hai..😄,AntiReligion,Hinduism
7252,इस्लाम से दगा करने का यही अन्जाम होता है दूबारा कलमा पढो़ मुस्लिम बनो अल्लाह के सामने रो कर तोबा करो फिर देखो आप लोगो की केसी गेबी मदत होती अल्लाहा के घर से दुनिया के सामने रोने से कुछ नहीं होने वाला,AntiReligion,Islam
1926,Allahpak dekharha h ese logon ko inzam Aisa hota h,AntiReligion,Islam
2970,Chlo hm mante h musalmano ko ki ye hindu inke purwj nhi h lekin ye bataye musalman ki inke purvaj kon h 🤔🤔🤔,AntiReligion,Islam
